y_test,y_pred
10,9.598994
19,19.058153
21,20.985374
11,10.4957075
21,21.054888
1,6.16388
21,20.971647
20,19.978806
11,9.906202
15,15.713684
21,21.010086
18,17.996517
18,17.94382
14,13.428021
21,21.010456
21,21.112377
19,19.047256
21,21.099257
21,20.961224
21,21.100243
19,18.94966
17,17.365128
21,21.07755
21,20.965572
10,10.612948
21,21.12697
18,18.125446
11,9.785519
15,15.391447
20,19.955498
7,7.233809
21,21.082859
21,20.984825
21,21.026062
18,18.099632
21,21.002209
21,20.984661
21,21.063393
21,21.005466
21,20.993408
21,20.994116
16,16.562542
21,21.057034
21,21.110134
17,17.261835
21,20.993927
21,21.00621
21,21.109123
15,14.710734
21,20.977661
21,20.956549
17,17.099815
21,20.967308
21,21.091553
21,20.984436
21,21.096207
21,20.993195
21,21.011946
18,18.320332
18,18.01432
13,14.298255
21,21.082153
21,20.99378
21,21.077293
18,18.143923
4,6.3173327
21,20.998768
18,17.869087
18,18.04284
21,20.952288
0,6.16388
21,20.999353
18,17.982645
21,20.983692
21,20.98846
21,20.990547
18,17.956985
21,20.994095
15,14.763832
19,19.019089
12,11.637976
21,20.993694
11,10.240486
9,8.384109
21,21.097404
15,15.706103
18,18.042053
20,20.005451
21,20.957277
15,14.792842
7,6.8085556
21,21.075764
21,21.027874
21,21.098175
20,20.904444
14,13.583832
11,10.42605
21,21.100395
21,21.007763
18,18.208082
21,21.099556
21,21.011393
18,18.005487
21,21.013798
2,6.1697583
19,18.978638
21,21.108953
21,21.062475
7,9.310952
21,21.09594
21,20.334038
18,18.169945
15,15.168288
21,20.96065
11,10.628614
21,20.993864
21,21.129383
18,17.89397
5,6.26924
20,20.026033
19,19.67558
9,9.376458
20,19.954107
21,21.082548
12,10.821266
18,18.122885
21,21.101007
11,10.229044
21,20.952927
15,14.847108
21,20.960152
21,21.086573
6,7.997088
19,19.148552
21,21.003555
21,21.10501
17,17.097874
15,15.173951
10,10.682097
18,18.22369
19,19.051495
5,6.269466
21,21.096231
18,18.000069
21,20.959301
21,20.959305
18,18.313847
13,13.690605
21,20.965252
21,21.142982
21,21.027637
21,20.995575
7,8.095258
15,14.630033
21,20.98492
21,20.993095
21,21.015766
16,16.418222
7,7.81811
21,20.98581
21,20.993774
20,20.00856
21,21.065586
21,21.106106
21,20.958176
21,21.011206
12,12.050214
19,18.948109
21,21.075312
7,6.7994184
21,21.117794
21,20.957756
17,17.101044
18,18.11042
21,20.960136
12,11.432273
21,21.044579
21,21.004795
21,21.092258
18,17.990978
16,16.251114
15,15.711431
17,17.665092
20,20.090849
21,21.006695
19,19.030151
21,20.999578
17,17.131104
18,17.895657
21,20.96299
21,20.975018
15,15.161552
21,21.07631
16,16.47346
20,20.118092
18,18.100056
18,18.149227
19,18.941488
21,21.07373
16,16.929834
21,21.0033
21,21.07194
21,21.095364
21,20.983198
18,18.130775
17,17.319574
21,20.995491
21,20.972355
19,19.046183
21,21.099262
21,21.091541
17,17.248932
21,21.018768
20,19.84507
18,18.057041
21,20.956932
7,6.9302573
17,17.099796
17,17.09872
21,20.966316
14,14.021131
19,19.003593
16,16.393177
18,18.612473
20,19.974777
21,21.004814
21,20.993618
18,17.954674
0,6.16388
21,20.956886
20,19.948942
20,20.199104
18,18.073725
21,20.546295
0,6.16388
20,19.973085
21,21.03083
14,13.965243
11,10.705415
21,20.95163
21,21.010765
21,21.0514
21,20.982994
21,20.989548
8,8.900178
21,20.993526
18,18.22808
18,18.002064
13,12.18234
17,17.171272
13,12.812996
21,20.993855
18,18.063892
13,12.124396
10,9.203796
21,21.004406
21,20.993464
16,16.512398
21,21.070303
21,21.160845
21,21.036737
18,18.110828
21,21.115974
18,18.095802
21,21.017899
14,13.456478
21,21.10252
21,21.072174
2,6.16388
17,17.427086
12,11.377362
21,20.990509
21,20.99455
21,21.08114
21,21.119131
21,21.038937
21,21.051817
21,21.074638
21,21.103539
21,20.96016
20,19.961592
21,20.957237
21,21.030052
14,13.442934
21,21.030373
18,18.05547
21,21.276905
21,21.03128
17,17.39276
17,17.506248
21,20.959835
21,20.969135
10,10.685686
21,20.969421
15,14.703713
20,20.224133
21,20.998379
21,21.05679
21,20.94836
21,21.118681
21,20.957458
18,18.130356
20,19.986572
21,20.993889
14,13.6308365
21,21.143246
18,18.436302
20,19.755152
8,7.85875
21,20.98996
17,17.367151
13,13.701542
21,20.962643
21,20.960438
21,20.981339
21,20.993786
18,18.282154
21,21.081333
21,20.961485
20,19.942562
21,20.960285
21,21.123096
21,21.000639
21,21.005407
21,21.094421
21,21.063248
21,21.011969
21,21.127079
4,6.3660407
18,18.117424
21,20.992664
19,19.687809
10,9.559905
17,17.10219
20,19.954369
15,14.530423
21,21.118486
21,20.987453
21,21.035082
21,21.1077
19,19.583733
15,14.710866
21,21.013016
21,20.979025
12,11.204932
21,20.999376
21,21.072403
14,13.330876
18,18.089703
13,11.073557
20,20.07454
19,19.011913
11,10.242829
21,21.065111
18,18.026844
20,20.219818
11,10.134677
21,21.114063
17,17.474432
21,21.116148
20,19.9374
15,14.850368
21,21.068228
21,21.003796
14,14.753101
17,17.178738
8,7.863793
21,20.981855
21,21.07143
21,21.02768
21,21.113531
18,18.0872
14,13.9636755
14,13.435863
18,18.377737
21,21.091345
21,20.964346
14,13.981538
21,21.081146
20,19.950758
21,20.974789
21,20.993942
21,21.106873
20,19.993677
21,21.1047
8,7.8508024
17,17.205626
18,18.201464
21,20.99234
18,18.107487
18,18.126375
18,18.25218
21,21.107382
21,21.128616
21,20.995995
21,20.999905
15,15.188628
21,21.072033
21,20.96051
18,17.918362
1,6.7127404
21,21.102446
20,19.968647
21,21.099068
11,10.385688
21,21.089005
21,20.960377
21,21.054852
21,20.969723
21,20.961264
21,21.05661
21,21.034822
7,7.3818927
20,20.207283
18,17.890017
21,21.121183
17,17.277075
20,20.046024
21,21.135803
16,16.959724
21,20.993294
1,6.16388
15,14.639594
13,12.914486
7,7.8709536
21,20.981033
0,6.16388
21,20.976707
21,21.123255
18,17.954477
21,20.56782
21,20.949722
14,13.370656
18,18.003452
21,20.965092
14,14.405315
15,15.183187
15,14.725348
15,14.914878
20,20.187277
21,21.080624
1,6.166418
21,20.97311
21,20.993956
18,18.124508
7,7.418255
21,21.08142
19,19.074894
20,19.945538
16,16.960855
18,18.091732
18,18.095573
21,20.994427
20,19.939314
14,13.422944
18,17.95652
21,21.089897
21,20.966665
21,20.998259
10,9.747741
21,20.944313
21,21.131187
19,18.965914
1,6.16388
18,18.16977
21,20.979233
20,19.96849
21,21.115505
16,16.179146
21,20.994171
20,19.958084
21,21.25505
21,20.978796
21,20.973522
21,20.946312
18,17.976414
21,21.096909
21,21.066013
19,19.67955
14,14.897231
21,20.973509
15,15.139288
20,19.987099
21,21.079243
21,21.022858
21,21.071901
7,8.419929
21,20.99256
18,18.069311
18,18.032732
15,15.187437
18,18.140823
21,21.105965
18,17.973606
18,18.04969
17,17.321602
21,20.971619
21,20.969244
18,18.092382
17,17.554722
12,11.813267
21,21.0895
21,21.075691
21,21.079304
19,18.906313
18,18.2055
18,18.078579
13,12.388415
20,20.010105
21,20.66513
21,21.054459
17,17.3877
19,19.060234
17,17.10219
21,21.052107
21,21.007605
15,15.069483
17,17.117035
15,15.705126
21,21.004242
21,20.956646
20,19.685282
13,12.220913
20,20.08294
21,21.096123
14,14.256848
21,20.968323
20,19.950047
21,20.965336
21,20.982857
13,14.169873
18,18.174294
20,19.93612
21,20.958801
21,21.008938
18,18.523195
18,18.024721
21,21.004402
15,14.64252
21,20.970423
21,21.107485
21,21.08922
18,18.068611
11,10.268733
17,17.242016
21,21.08564
16,16.569504
21,20.96035
21,20.962341
21,20.986252
18,18.045666
18,18.059746
21,20.99358
19,19.248516
16,13.359076
15,14.839444
17,17.075047
14,13.947251
4,7.9888864
21,21.00275
4,6.5155425
21,21.086674
21,20.714447
11,10.151736
21,21.075644
17,17.100475
21,20.99369
21,21.138786
21,21.104979
21,20.971258
18,18.098774
16,16.96662
18,18.007328
20,19.952097
18,18.60131
14,13.447377
21,20.981087
21,20.968145
21,20.961956
18,18.02221
18,18.069262
21,20.996933
21,21.07787
21,20.993793
21,20.96508
14,13.270242
20,19.944061
17,17.103664
21,20.971375
21,21.00364
21,20.968967
4,6.1756797
21,20.99352
18,18.183163
16,16.748062
12,11.135296
21,21.080696
21,21.091038
18,18.094276
21,20.981556
21,21.00225
21,20.959717
12,11.105357
16,16.81751
15,14.84171
15,14.649508
0,6.16388
17,17.100693
21,21.095848
21,21.07417
21,21.107811
19,19.054945
21,21.098068
21,21.093866
21,20.861307
20,19.993027
11,10.198962
15,14.713584
13,13.716229
21,20.99408
21,21.002298
21,20.972948
19,19.086346
21,21.090454
17,17.10041
20,19.977654
15,14.854361
19,18.952278
21,21.09584
21,20.925533
21,21.049143
21,21.01376
2,6.16388
20,20.113522
19,18.943718
21,21.081303
16,16.490158
14,14.745858
18,18.09643
18,18.094173
21,21.12931
6,7.8384037
18,17.92495
21,20.954609
18,18.032581
18,18.047337
17,17.40696
11,10.316005
16,16.995434
18,18.07921
18,17.899113
21,21.085983
12,11.804873
21,20.959831
18,17.753448
20,19.864557
19,18.957489
20,19.791214
21,21.007164
21,20.958069
21,20.898798
21,21.03304
18,18.153538
18,18.110338
19,18.967762
16,16.219341
21,20.958271
20,20.009243
21,20.935974
21,20.993488
21,21.062962
1,6.1649933
18,18.509348
19,18.906887
21,20.935516
21,20.967186
21,20.981272
21,21.127842
11,10.373638
9,8.073989
21,21.094542
12,11.34712
21,20.959877
21,20.957172
18,18.171644
21,20.958817
21,21.073683
11,10.243185
15,14.396889
21,21.042046
21,20.970245
16,16.45603
17,17.681244
21,20.960941
19,19.039423
3,6.4301505
21,20.993578
21,21.114107
17,17.210096
21,21.085861
21,21.115494
20,20.0399
15,15.410889
13,12.181809
21,20.941372
21,21.117023
21,21.080242
20,19.952166
14,14.059712
16,16.94563
18,18.13438
21,21.129326
0,6.16388
21,20.978176
7,7.1464453
18,18.527086
21,20.890251
21,20.929617
8,7.657667
21,21.112324
15,15.927355
18,17.974785
17,17.100693
7,9.307475
15,15.681206
21,20.997513
17,17.698547
21,21.064293
20,20.04869
21,21.04075
21,21.01117
21,20.94891
20,19.982208
21,21.05761
21,20.959286
17,17.63957
16,16.976398
18,17.967413
21,21.048515
18,18.063362
17,17.31772
18,17.95006
20,19.966164
21,21.078459
21,21.092285
15,16.245354
18,17.895947
20,20.01981
21,20.959503
21,21.094189
21,20.969116
21,20.961933
5,6.6365237
21,20.966507
18,18.122908
18,18.513008
21,20.958282
17,17.10041
15,15.121646
21,20.98801
12,11.09575
18,18.143078
21,21.001715
21,21.008043
21,20.959343
21,21.110332
21,21.221516
16,16.95852
21,21.213652
21,21.123543
9,10.136444
16,16.24988
21,20.967567
21,21.002115
20,20.123837
21,20.958706
18,18.01894
21,20.998755
20,19.825733
21,21.023228
21,20.971193
7,9.321941
12,11.116414
19,19.052292
21,21.105583
21,21.079494
13,14.06086
18,18.185154
21,20.991848
18,18.074524
15,15.0927305
14,14.47997
21,21.07032
14,13.625618
1,6.16388
15,15.988627
17,17.233353
13,13.08327
20,20.071283
14,14.401951
18,18.101612
21,20.993622
21,20.966621
18,18.087273
21,20.940424
21,21.070272
18,18.334507
21,20.99838
21,21.075155
21,21.151108
20,20.020153
21,21.0937
15,14.722214
20,19.964886
20,20.264603
21,21.108353
21,21.12849
17,17.216328
9,8.10871
20,20.227228
21,21.049065
18,18.48013
18,18.13003
18,18.507496
4,6.2953672
21,20.993736
21,21.089293
2,6.2614274
21,21.121521
12,11.402739
19,19.221687
21,20.96071
20,19.956783
21,21.13283
21,20.993568
21,21.001724
20,20.219246
21,21.042336
18,18.068808
21,20.988737
13,12.49265
21,20.993792
19,18.927826
21,21.101757
18,18.099457
21,20.994705
12,11.945387
19,18.953568
18,18.516933
21,20.993778
15,15.016783
20,19.939522
21,20.993807
21,21.079794
21,20.968502
4,6.1642394
6,8.930882
21,20.958635
18,18.119247
20,19.918865
11,10.3743305
12,11.612344
21,20.961218
20,20.092354
18,17.916164
21,21.104973
20,19.75402
21,21.099161
20,20.004112
17,17.2174
21,20.96854
18,18.511986
21,21.106173
21,21.077366
16,16.49468
18,17.967388
18,18.476904
21,20.961306
18,18.514175
14,14.403028
21,20.961666
21,21.089212
3,7.7351356
20,19.819874
21,20.99363
21,20.993362
15,15.702267
21,20.960072
15,14.484943
21,20.993862
18,18.19155
12,11.40386
21,20.951187
15,14.873042
18,18.072567
16,16.4744
8,7.867284
18,18.060947
18,18.084091
21,21.103256
16,16.704742
20,19.975052
14,14.125623
0,6.16388
19,19.606941
21,20.972218
21,20.958366
21,20.99712
18,18.082481
5,6.16388
18,18.186403
21,20.963121
12,11.2665825
21,21.128859
16,16.958824
14,13.82923
18,18.058619
21,20.999912
21,20.997942
14,13.270067
19,18.913544
16,16.798967
21,21.073471
16,16.548115
21,20.988174
18,18.481272
12,11.119735
21,20.965385
20,19.841137
21,20.975273
17,17.101665
14,13.627952
18,18.519539
20,19.920906
21,21.117311
21,20.96373
21,21.065815
12,11.269128
21,21.09217
16,16.532713
21,20.993807
18,18.069239
21,20.99568
17,17.129147
21,21.081802
18,18.085402
21,20.993404
21,20.993896
21,20.957977
11,10.321718
20,20.19489
15,14.483107
21,20.961166
8,7.7146845
20,20.042671
20,19.967974
21,21.008614
8,11.721062
18,18.201834
21,20.984978
21,21.109726
15,15.712472
19,19.575996
16,16.067577
15,15.151986
21,21.126057
21,21.156353
21,20.993774
17,17.237955
15,14.863897
19,19.014229
13,12.132192
17,17.1002
21,20.970016
21,21.089725
18,18.52836
21,21.027647
21,21.258913
18,18.115274
21,20.97995
17,17.098248
21,20.981117
18,17.956997
21,20.997395
21,20.992304
21,20.992832
21,21.010235
19,19.07799
21,20.992939
21,21.109951
17,17.267773
21,20.996635
21,20.992731
3,6.277034
21,21.001087
21,21.077372
21,21.080563
6,6.489956
21,20.957417
21,21.082111
10,9.2434845
21,21.034286
20,20.05729
21,20.985294
21,20.967892
15,15.148817
21,21.003487
21,20.979288
15,14.480769
21,21.099325
18,18.227066
21,20.959412
21,20.915941
21,21.00447
21,20.95867
18,18.529587
21,20.960129
18,18.197975
6,7.5289683
21,20.96207
21,21.00508
21,20.987627
17,17.098248
19,19.03989
21,21.130844
13,12.243964
17,17.800068
14,13.423613
21,20.966965
21,20.969975
19,18.906225
21,20.990429
20,19.995373
21,21.000425
12,11.172277
21,20.989895
21,20.975607
16,16.428175
21,21.03336
21,20.96111
12,11.430962
21,20.990543
20,20.067364
21,20.786175
21,20.97973
19,19.690697
21,20.95934
21,20.971363
18,18.103485
18,18.515873
21,20.993706
21,20.999273
20,19.855772
13,13.424119
21,20.955086
17,17.715672
8,9.166608
19,19.140816
21,20.957722
18,18.093185
20,20.111444
19,19.310097
10,9.236646
18,17.978485
18,18.135506
21,20.97196
21,21.070438
18,18.446072
21,20.9915
21,21.110073
21,20.99342
21,21.100943
21,20.992062
14,14.767761
11,10.103762
21,20.993748
17,17.099144
18,17.991661
21,21.106342
11,10.243752
21,21.137037
19,19.058044
21,21.124687
21,20.962006
18,17.97548
21,21.070122
21,21.119987
21,20.652882
20,19.900738
21,21.07727
18,18.085175
21,20.97157
15,15.3637705
21,20.987646
21,21.088995
21,20.96665
18,18.516317
21,20.990496
21,21.020996
20,19.91609
20,20.03773
21,21.01601
21,20.994625
19,19.578411
18,18.478209
14,15.056151
11,10.257676
14,13.628268
21,20.960217
18,18.149035
18,18.006226
21,20.967632
12,11.461213
17,17.449463
15,15.250214
11,10.217603
21,21.006346
20,20.017517
17,17.099833
21,21.032547
6,8.909313
21,20.978413
5,6.3547063
19,19.130535
18,17.891396
21,20.989037
17,17.448437
21,21.08767
21,20.9832
15,12.493789
15,15.041964
18,18.060612
12,11.09341
21,20.993849
21,20.988838
19,19.07212
21,20.906929
21,20.96312
15,12.977007
21,21.011906
21,21.108084
21,21.070826
21,20.979103
13,12.221734
21,20.993896
1,6.16388
21,21.007872
19,19.157537
21,21.043076
11,10.317195
21,21.008617
13,13.757636
21,20.966194
15,15.917878
18,18.089207
21,20.969894
6,8.918178
21,20.993835
11,10.383062
21,21.11792
19,18.952835
11,10.13208
21,20.973093
21,21.08575
21,20.98051
21,21.100166
16,16.348667
18,18.055243
21,20.985985
21,21.00867
17,17.394873
9,8.590226
21,20.967987
21,20.991554
20,20.18468
21,20.967258
21,20.993828
21,20.97228
21,21.021502
21,20.97813
21,20.999632
21,21.110882
18,18.052002
21,21.07815
21,21.077524
21,20.931284
21,21.11953
21,20.993893
21,20.999043
12,11.158516
21,21.107687
21,20.99374
21,21.081034
21,20.983974
15,14.964194
19,19.15127
7,7.361625
14,13.273734
21,20.993958
11,10.123945
21,21.11516
21,21.091318
21,21.106087
18,18.097832
18,18.109032
13,12.626894
21,20.989056
21,21.125069
19,19.030762
21,21.003922
21,20.962238
18,18.085289
18,18.057383
19,18.995235
21,21.016186
11,10.537196
18,18.123325
21,20.995152
1,6.16388
21,21.096539
18,18.108845
15,14.714242
16,16.959724
18,17.996286
21,21.13855
21,21.09324
17,17.099989
21,21.013016
15,14.860753
21,21.075468
21,21.08664
15,12.488201
21,20.959427
18,18.272802
21,21.043755
20,19.937206
19,19.04567
21,20.975372
18,18.515896
21,21.0836
21,21.117094
20,19.775625
21,21.035934
15,14.853648
21,20.973408
18,18.01247
17,17.143135
21,21.07029
21,21.006702
21,20.961123
15,14.62926
18,18.10062
11,10.203729
21,20.96994
21,20.998104
21,21.07967
20,20.228424
20,19.986511
16,16.958893
20,20.219896
21,20.9746
19,18.96362
21,20.987194
17,17.437222
13,12.918114
21,20.957478
21,20.993687
21,20.97823
21,21.025957
11,10.108998
18,18.51971
20,20.019936
0,6.506523
3,6.1903806
21,20.95794
7,7.7647004
21,21.116594
18,17.905182
21,20.979513
19,19.001616
21,21.05204
21,21.109207
21,21.141478
18,18.169497
20,19.956186
21,20.96498
21,21.12493
18,18.187254
15,15.1750765
21,20.966068
13,13.685128
18,18.178633
18,18.116556
18,18.074303
21,21.134354
21,20.997755
20,19.962202
14,13.557267
10,9.6492195
21,21.119957
21,20.978214
21,20.965809
21,21.022718
21,21.079712
21,21.067402
21,21.080036
21,21.123558
21,20.965761
19,19.019547
18,18.059647
18,18.240034
21,20.976799
21,20.993668
19,18.991852
21,20.970215
21,20.993904
18,18.102818
21,20.987114
21,20.972162
14,14.6504
3,6.2730975
18,18.699823
12,11.534792
21,21.022774
12,11.350289
21,20.959652
21,20.961372
18,18.178127
10,9.575067
21,20.994736
18,18.10981
21,20.966583
21,21.076103
21,20.990238
21,20.961079
15,15.181947
12,11.109966
21,20.977169
14,13.372435
18,17.999754
18,18.112206
21,21.007252
21,21.076317
21,21.094498
20,20.074528
21,21.002966
12,12.118692
17,17.319632
21,21.082392
21,21.097462
21,20.998562
18,18.446724
21,21.098394
18,18.514729
21,20.959164
21,20.964485
21,20.971834
15,15.259333
21,20.982624
18,18.051722
12,13.008517
14,14.406299
21,20.993683
16,16.413774
21,20.989775
21,20.959007
21,20.993729
21,21.113823
21,20.89906
16,16.778347
14,14.408581
20,20.216549
16,16.958893
6,6.404367
21,21.1002
21,21.014158
21,21.091381
21,21.096989
21,20.993587
10,9.233902
15,15.128344
0,6.1641164
21,21.09393
11,10.233936
13,12.35871
16,16.87536
18,18.07484
21,20.993761
21,20.95903
21,21.128723
20,20.046297
18,18.168285
21,21.04256
21,20.965069
13,13.703702
17,17.102686
18,18.106956
13,12.674305
15,14.613345
6,8.924361
21,21.069813
21,21.075113
13,12.957334
17,17.679829
21,21.061182
14,13.447699
18,18.026108
21,21.07017
21,21.076748
18,18.079082
20,20.00621
21,21.005678
18,18.103333
21,20.957188
21,20.965893
21,20.967468
21,20.96026
16,16.552021
18,18.516945
21,20.471897
21,20.991806
20,20.205143
21,21.079357
17,17.529945
21,21.053051
5,6.3151946
21,21.002823
21,20.993763
19,19.132568
18,18.129908
17,17.267818
16,16.844532
20,20.877682
21,20.97839
21,21.072931
21,20.957184
20,20.191196
18,18.055239
18,18.018549
12,11.841624
18,18.068035
21,21.116493
5,6.658486
18,18.140182
21,21.106745
21,20.960175
20,20.19585
18,18.133396
21,21.036964
11,10.434464
17,17.280306
14,13.439155
15,15.799677
21,20.968437
13,12.669791
21,21.088316
16,16.951473
11,10.250021
21,21.102085
21,20.99367
17,17.23198
16,16.217052
21,20.964481
21,20.993744
21,21.005707
19,19.000359
16,16.559143
21,21.01921
21,21.101768
21,21.093214
15,14.690527
21,21.068638
21,21.07277
19,18.934696
21,20.960617
21,21.093931
21,21.09902
21,21.097706
21,21.085693
21,21.13107
21,20.803764
20,20.211002
18,18.056227
18,18.053438
15,14.932252
